"Metric_value"|"isPartial"|"Trend_Name"|"Metric_Name"|"current_dttm"|"Keyword_List"|"Cat_CD"|"Type"|"date"
"55"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-24 00:00:00.000000"
"41"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-24 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-25 00:00:00.000000"
"59"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-25 00:00:00.000000"
"30"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-25 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-26 00:00:00.000000"
"59"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-26 00:00:00.000000"
"27"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-26 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-27 00:00:00.000000"
"53"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-27 00:00:00.000000"
"29"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-27 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-28 00:00:00.000000"
"52"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-28 00:00:00.000000"
"28"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-28 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-29 00:00:00.000000"
"53"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-29 00:00:00.000000"
"27"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-29 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-04-30 00:00:00.000000"
"56"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-04-30 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-04-30 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-01 00:00:00.000000"
"66"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-01 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-01 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-02 00:00:00.000000"
"67"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-02 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-02 00:00:00.000000"
"9"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-03 00:00:00.000000"
"66"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-03 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-03 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-04 00:00:00.000000"
"57"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-04 00:00:00.000000"
"26"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-04 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-05 00:00:00.000000"
"55"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-05 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-05 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-06 00:00:00.000000"
"55"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-06 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-06 00:00:00.000000"
"8"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-07 00:00:00.000000"
"57"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-07 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-07 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-08 00:00:00.000000"
"59"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-08 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-08 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-09 00:00:00.000000"
"64"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-09 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-09 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-10 00:00:00.000000"
"64"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-10 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-10 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-11 00:00:00.000000"
"59"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-11 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-11 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-12 00:00:00.000000"
"58"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-12 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-12 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-13 00:00:00.000000"
"58"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-13 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-13 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-14 00:00:00.000000"
"60"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-14 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-14 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-15 00:00:00.000000"
"64"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-15 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-15 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-16 00:00:00.000000"
"71"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-16 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-16 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-17 00:00:00.000000"
"71"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-17 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-17 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-18 00:00:00.000000"
"65"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-18 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-18 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-19 00:00:00.000000"
"63"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-19 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-19 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-20 00:00:00.000000"
"66"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-20 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-20 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-21 00:00:00.000000"
"67"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-21 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-21 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-22 00:00:00.000000"
"71"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-22 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-22 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-23 00:00:00.000000"
"79"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-23 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-23 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-24 00:00:00.000000"
"81"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-24 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-24 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-25 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-25 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-25 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-26 00:00:00.000000"
"70"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-26 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-26 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-27 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-27 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-27 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-28 00:00:00.000000"
"69"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-28 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-28 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-29 00:00:00.000000"
"68"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-29 00:00:00.000000"
"15"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-29 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-30 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-30 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-30 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-05-31 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-05-31 00:00:00.000000"
"13"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-05-31 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-01 00:00:00.000000"
"69"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-01 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-01 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-02 00:00:00.000000"
"66"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-02 00:00:00.000000"
"13"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-02 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-03 00:00:00.000000"
"66"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-03 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-03 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-04 00:00:00.000000"
"67"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-04 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-04 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-05 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-05 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-05 00:00:00.000000"
"17"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-06 00:00:00.000000"
"81"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-06 00:00:00.000000"
"13"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-06 00:00:00.000000"
"19"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-07 00:00:00.000000"
"85"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-07 00:00:00.000000"
"13"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-07 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-08 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-08 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-08 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-09 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-09 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-09 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-10 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-10 00:00:00.000000"
"15"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-10 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-11 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-11 00:00:00.000000"
"15"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-11 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-12 00:00:00.000000"
"80"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-12 00:00:00.000000"
"15"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-12 00:00:00.000000"
"19"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-13 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-13 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-13 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-14 00:00:00.000000"
"88"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-14 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-14 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-15 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-15 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-15 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-16 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-16 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-16 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-17 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-17 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-17 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-18 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-18 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-18 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-19 00:00:00.000000"
"77"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-19 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-19 00:00:00.000000"
"18"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-20 00:00:00.000000"
"87"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-20 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-20 00:00:00.000000"
